TXT,Polarity,Subjectivity
Per concerns about the previous account. ''',-0.16666666666666666,0.16666666666666666
"'''Neutral''' - well qualified, but the answer to question 8 gives me pause. To present that the current system through the Arbitration Committee works shows a large amount of ignorance towards how wikipedia actually works --",0.05357142857142857,0.23214285714285712
,0.0,0.0
"'''Neutral'''.  I'm sorry, but if a past ID is so sensitive that just discussing it causes people's comments to be deleted and there are outing concerns, then no.  Too much chance for blackmail.  <font family=""Comic sans"">",-0.04,0.5700000000000001
'''Neutral''' Too controversial.,0.55,0.95
"'''Neutral''' I'm still gravely concerned about the lack of recall, but I guess I'll move for now. '''",0.0,0.0
Looks good. ''',0.7,0.6000000000000001
Some outstanding work over at AIV.,0.5,0.875
"We've certainly been on opposite sides of the table on some issues, but I don't feel as if he would be a bad, or careless administrator. '''[[User:Seresin|seresin]] |",-0.24642857142857139,0.5345238095238095
'''yup''' - all the best <sup>,1.0,0.3
'''Yes''' ''',0.0,0.0
I have had positive experiences with Ckatz at [[WP:HEROES]].  –''',0.22727272727272727,0.5454545454545454
Excellent user: will make great use of the tools.,0.9,0.875
'''suppport''',0.0,0.0
Per nom.,0.0,0.0
"-- <span style=""background:#ffff00;border:2px solid #00bfff;"">",0.0,0.1
Rudget gave one of the best introductions to an RfA candidate in a long time and his answers so far have been excellent... I didn't have to spend too much time reviewing his edits to become convinced that Cobalt not only knows the policies but lives them.  Good luck.,0.42142857142857143,0.6428571428571429
"No big deal, and a Rudget endorsement that was close to some of my better ones :P ''",0.4166666666666667,0.5333333333333333
And good answers.,0.7,0.6000000000000001
Excellent editor.,1.0,1.0
,0.0,0.0
"If Dweller vouches for him, he's trustworthy enough for me.",0.0,0.5
"'''Definitely'''.  I've seen Daniel's work around the 'pedia and have developed a respect for what he does.  <font  face=""georgia"">'''",0.05,0.4
"-- <span style=""background:#ffff00;border:2px solid #00bfff;"">",0.0,0.1
'''Sure'''.,0.5,0.8888888888888888
"<span style=""font-variant:small-caps"">",0.0,0.0
"Nothing wrong with this user. <small><span style=""border:1px solid black;background:red;padding:1px;"">",-0.25,0.5
'''Propose''' Prone to threats - likely to view adminship as a power trip,0.0,1.0
"Kind of wary of the editor's knowledge over some guidelines that I believe all admins should know.  Seems to be a good editor and understand other workings of Wikipedia, so for now I'll remain neutral. <font color=""green"" face=""Comic Sans MS"">",0.1208333333333333,0.5625
"'''Neutral''' Seems soft on socks in #4. Unclear on cooldowns in #6, NPA is a policy that violations of should be blocked to stop further NPA.  #11 is a bit unclear to me.  But since he's looking to mainly do AFD, I'm still a bit torn. '''",0.08888888888888889,0.39444444444444443
"'''Neutral''' User talk interaction is predominantly templates, and I as yet do not have a good understanding of how this editor would react in difficult situations with access to the bit, so I will demur for the time being. Perhaps I'll form a better opinion with more investigation. --",0.3,0.65
Pending answer to Stifle's excellent question.,1.0,1.0
"Unlike above, I don't give a crap to whom the nominator is. But I know that Dank will not abuse my trust. ~<strong>'''''the''",-0.4,0.45
Another awesome candidate! &mdash;''',1.0,1.0
Absolutely. Well-rounded and experienced. Should make a terrific administrator.,0.3333333333333333,0.9333333333333332
Sure. No obvious issues and seems well-qualified.,0.25,0.6944444444444444
"(ec)Without a shadow of a doubt. Calm, dogged and fair. Helped to make WP 0.7 happen--period. I've dealt with Dan on a few GA and FA articles (including one where he swooped in unsolicited and devoted hours of time to a peer review and a copy edit) ''and'' I've seen him in disputes over heated issues. In both cases he handled disagreement and dispute with aplomb. Perfect for the bit.",0.45,0.6875
,0.0,0.0
"'''WOW I created this user!'''<sup>[http://en.wikipedia.org/w/index.php?title=Special%3ALog&type=&user=SQL&page=User%3ADank55&year=&month=-1 1]</sup>. Srsly tho, I considered nominating him before, then got lazy... Looks like this user is still doing great to me.",0.225,0.9166666666666666
Seems intelligent enough. &mdash;<strong>,0.4,0.7
--,0.0,0.0
Good user.,0.7,0.6000000000000001
"'''Neutral''', still not quite comfortable with the idea that BLP issues would be taken straight to the controversial ""special enforcement"" setup, but I'm impressed with the candidate's cool under fire, and we need more like that.",0.4795918367346939,0.6959183673469388
"'''Absolutely'''.  Without question or hesitation. Specialists welcome! <small>backs away slowly in awe of your work and dedication...</small>  [[User:Keeper76|<font color=""#21421E"" face=""comic sans ms"">Keeper</font>]]  |  [[User talk:Keeper76|<font color=""#CC7722"" face=""Papyrus"">76</font>]]  |",0.2875,0.675
"'''Absolutely''' The candidate's answers to questions show him to be thoughtful, honest, and trustworthy. Based on his template work I'd say he's less likely to abuse the tools than he is to improve them. <font color=""006622"">",0.2066666666666667,0.6733333333333333
"-- <span style=""background:#ffff00;border:2px solid #00bfff;"">",0.0,0.1
"Provided the Q1 answer is honest, and I have no reason to believe it isn't. ''",0.6,0.9
"Needs a little bit of work, but has the basics for an administrator hopeful. David seems well acquainted with the responsibility of the tools and may use this RFA as a learning curve for future, potential work.",0.078125,0.55625
&mdash;,0.0,0.0
"Seen him around, good user.",0.7,0.6000000000000001
Of course.,0.0,0.0
Wizardman has gone RfA-mad again... &mdash;,0.0,0.0
,0.0,0.0
Good candidate and nominator.,0.7,0.6000000000000001
''''',0.0,0.0
Finally. '',0.0,1.0
Why the hell not? ''',0.0,0.0
"Per the previous two. Regards, <font face=""Tahoma"" size=""2px"">'''",-0.16666666666666666,0.16666666666666666
<small>''',0.0,0.0
"'''Nominator'''. [[User:Keeper76|<font color=""#21421E"" face=""comic sans ms"">Keeper</font>]]  |  [[User talk:Keeper76|<font color=""#CC7722"" face=""Papyrus"">76</font>]]  |",0.25,0.5
,0.0,0.0
<big>,0.0,0.0
Totally!--,0.0,0.75
'''Aye'''. <b>,0.0,0.0
"'''Hurrah''' From personal experience, a good and thoughtful contributor to Wikipedia. <font color=""006622"">",0.3666666666666667,0.46666666666666673
"Well, I would do, wouldn't I?",0.0,0.0
"AGF, has learned lesson on cool down blocks and will never issue one. 4FAs move me from neutral (strongly...) ''",0.20925925925925926,0.5574074074074075
'''per water''',0.0,0.0
,0.0,0.0
"Good content editor, so he doesn't always  haud  his wheesht, all the better. Cool down blocks do occasionally have their place.--",0.27888888888888885,0.43277777777777776
"Yes, there are some problematic points, but nobody's perfect and Deacon certainly doesn't look like an [[Wikipedia:No angry mastodons|angry mastodon]].",0.23809523809523805,0.8571428571428571
"Don't like what [[User:OhanaUnited]] pointed out, sorry... <font face=""Edwardian Script ITC"" size=""3"">",-0.5,1.0
"'''Neutral''' Gut feeling. Shows experience, but [[User:Dlohcierekim]] makes an excellent point. <strong>",1.0,1.0
'''Obviously''' ➨ ''',0.0,0.5
Per the great noms.,0.8,0.75
"'''Looked through edits and found no redflags''' I had actually noticed this user's high number of edits earlier and asked about seeking RfA. Has been making a lot of edits in admin related areas. Gives knowledgeable and helpful answers. I found no declined AIV reports or CSD requests. Is open to discussion and apologizes for the inevitable automation assisted errors in tagging. I'm afraid Maxim's neutral rationale does not carry a lot of strength with me. Nominee could reduce edits by 3/4 and still do a tremendous amount of work, true. On the other hand, we should harness that energy and enthusiasm while it lasts and trust the nominee to know their limits. Cheers,",0.011833333333333335,0.5965
'',0.0,0.0
There aren't any red flags that come up lookingat his contributions. Should be a fantastic administrator.,0.2,0.45
Sure. '''[[User:Seresin|seresin]] |,0.5,0.8888888888888888
-- <strong>,0.0,0.0
As strong as possible; nothing more is to be said.,0.3111111111111111,0.7444444444444445
"Heard a lot about this user, who I can trust with the admin tools. [[User:NHRHS2010|<span style=""background:black;color:red;font:10pt comic sans ms"">NHRHS</span>]][[User talk:NHRHS2010|<span style=""background:red;color:black;font:10pt verdana"">2010</span>]]",0.25,0.5
Outstanding candidate.,0.5,0.875
Excellent user. It will be a benefit for Discospinster to have the tools.,1.0,1.0
Can't say no! ''',0.0,0.0
,0.0,0.0
Should've done this a long time ago. ~,-0.05,0.4
'''S u p p o r t''' :) <strong>,0.5,1.0
Ok. —,0.0,0.0
—,0.0,0.0
"My experiences with him as been positive, need more sports editors as admins",0.36363636363636365,0.5227272727272727
Looks good.,0.7,0.6000000000000001
,0.0,0.0
"Yes, they're willing to help out in mindless areas where no admin dares tread.",0.024999999999999994,0.825
<i><b>,0.0,0.0
"--<font color=""blue"">",0.0,0.1
Per agreement with the concept of admin recall. I&nbsp;,0.0,0.0
Good user.,0.7,0.6000000000000001
Even if I did offer to co-nominate the other month.,-0.125,0.375
"Aye, per Jc37.",0.0,0.0
"'''To say the nom, ""meets [[User:Dlohcierekim/On RfA|my standards]],""''' would be a vast understatement. Good answer to Q3. Liked what I read on the talk page. Civil, open to feedback, seems to be able to stand firm with vandals without being nasty. (I switched from VP to TWINKLE because of the problems with reversions and misdirected warnings.)_[[User:Dlohcierekim| <font color=""#009500"">  Dloh</font>]][[User_talk:Dlohcierekim|<font color=""#950095"">cierekim''' </font>]]",0.0857142857142857,0.7035714285714286
Sup Doc ''',0.0,0.0
"Strongly. Likes recall, [[User_talk:Dihydrogen_Monoxide/Archive/January_2008#Input_sought|gets it]] (our only interaction I can recall), and has a good username.  Best candidate in a while. ''",0.5333333333333333,0.6583333333333333
,0.0,0.0
Sounds good. <i><b>,0.7,0.6000000000000001
Obviously. -,0.0,0.5
Per Deskana :),0.5,1.0
No problems at all.,0.0,0.0
"'''Pile on'''.  [[User:Keeper76|<font color=""#21421E"" face=""comic sans ms"">Keeper</font>]]  |  [[User talk:Keeper76|<font color=""#CC7722"" face=""Papyrus"">76</font>]]  |",0.25,0.5
''''',0.0,0.0
"If what Deskana says is true, you must be all kinds of awesome. ~",0.675,0.825
No red flags.--,0.0,0.0
,0.0,0.0
"In my experience, seems to be a capable, intelligent and well-spoken editor who treats others well. No problems here. Good answers to questions and solid nominators. ~",0.425,0.5
—,0.0,0.0
Quite clearly an excellent editor.,1.0,1.0
"'''Excellent''' I love the Haiku, trustworthy user too, even meets my [[User:Mr_Senseless/RfAStandards|standards]] stew! '''",0.8125,0.8
Encountered Doug many times before. He'll be fine.,0.45833333333333337,0.5
"Yes, should have been an admin a long time ago. <small><span style=""border:1px solid black;background:red;padding:1px;"">",-0.025,0.25
Nominated by Moreschi. ''',0.0,0.0
"He's someone I've had on my list as well, though I didn't follow through. Definitely a good candidate from what I've seen.",0.7,0.6000000000000001
More sane admins in fringey areas are always good. Also Moreschi nom.,0.6,0.55
'''Looks good'''.,0.7,0.6000000000000001
Seems like a quality editor through and through. &mdash;''',0.0,0.0
"[[Wikipedia:WikiSpeak/Decoding RfA|zOMG! LOLCATROFLCOPTER!! You're not an admin? I thot u wuz wun already!!1!!eleven!1!!]]. But seriously, a great and helpful editor. Erik the <font color=""red"">",0.4,0.375
"[[User:Pedro/Net Positive|Net Positive]] by granting the buttons. Best Wishes. <small><span style=""border:1px solid #0000ff;padding:1px;"">",0.4090909090909091,0.3151515151515151
"<span style=""font-family:lucida sans, console;"">'''''",0.0,0.0
"Having watched many of his interactions, I have been impressed with his calm, informed demeaner. His presence in a discussion tends to make them go smoothly, even if no agreement is obtained. Importantly, he seems to know the name a certain [[Wikipedia:Call a spade a spade|garden tool]], but wisely [[Wikipedia:Civility|doesn't brag about it]]. I call this having [[Wikipedia:Avoid neologisms|compassionate clue]], and '''the project is well served when its admins have this'''.",0.5020408163265306,0.7459183673469388
'''Looks good'''.  No problems here.,0.7,0.6000000000000001
Great editor. Will be good with the tools. (Acalamari from alternate account.),0.5,0.45
Looks fine to me.  --,0.4166666666666667,0.5
Sure.,0.5,0.8888888888888888
"Strongly, per MastCell.",0.43333333333333335,0.7333333333333334
Moreschi candidate. Clearly excellent.,1.0,1.0
"Per Moreschi and MastCell.  I feel that we don't need more admins ''in general'' and would probably even benefit from a sizeable reduction of the current corps, but we do need more admins with the set of skills Doug seems to have. --",0.2625,0.475
I'm,0.0,0.0
Moreschi nominated. ~,0.0,0.0
"➨ <font color=""red"">❝'''[[User:Redvers|ЯEDVERS]]'''❞</font>",0.0,0.0
"Obviously. --<span style=""font-family:Georgia"">",0.0,0.5
'''Ah yep'''. Seen em around with good effect.,0.7,0.6000000000000001
'''Neutral''' at this time.,0.0,0.0
Absolutely.,0.2,0.9
Great image work. That's certainly an area where we need more admins. &mdash;''',0.5047619047619047,0.6071428571428571
'''Supprot''' Sure.,0.5,0.8888888888888888
No reason not to.,0.0,0.0
"Oh, hell yes. ""Get the red out"", hahahahahaha I love it. —",0.25,0.3
"'''Meets [[User:Dlohcierekim/On RfA|my standards]].'''  <edit conflicted> Reviewed talk page and saw no evidence of incivility or misapplication of policy. I did find Barnstars and such comments as, ""at last someone who  will help me."" Works in an area I don't have the patience for. Seems experienced and wise enough to trust with the mop though not highly active in so-called mop related areas.[[User:Dlohcierekim| <font color=""#009500"">  Dloh</font>]][[User_talk:Dlohcierekim|<font color=""#950095"">cierekim''' </font>]]",0.22380952380952382,0.5523809523809524
'''Meets,0.0,0.0
,0.0,0.0
Looks ok to me --,0.5,0.5
"If he can write good articles, and negotiate interaction enough to get FA status, without any fracas, he can handle adminship. Shame about the musical tastes, but we can't have everything, and I doubt opposing for that reason would result in reform.--",0.2333333333333333,0.3666666666666667
"'''Without a doubt''' Yup. He meets any standard for adminship that exists. At the risk of embarrasing myself if it doesn't, I predict this will hit [[WP:100]] at some point.",0.0,0.0
What RFA has been needing lately is some solid content contributors! This guy meets the cut. &mdash;''',-0.15,0.35
"'''Suppport'''.  Per Axxand's argument that a single ""fault"" should not be the basis to overlook and disregard thousands of good contributions.",0.3142857142857143,0.4071428571428572
"'''Sure'''.  Contribs look fine, lots of excellent content contribs.  Some of your talkpage/Wikipedia page editing (which will become a large part of what you do as a result of ""admin actions""), are perhaps a bit ""short"", but they are sound in their policy interpretation.  I think there might be a language barrier of sorts?  My apologies for being assumptive, but it seems like you are not a native English speaker (I had to read your answer to Q1 above like 8 times to understand what you meant by ''Although I can still contribute greatly to the project by simply tagging speedy-eligible pages and notifying page creators, and reverting vandals and giving warnings to users and IPs, I sometimes can’t control my zeal protecting pages and blocking users and IPs myself, so I though it would be prolific if I have access to some tools that ordinary users can’t'').  A couple of things:  ""Zeal"" has a negative connotation and comes across as if you would be ""zealous"" in blocking others (blocking is a last resort in most cases and comes ''after'' open dialogue is at least attempted, not a block first and ask questions later thing.  Same with protecting.  Same with assuming all IPs are vandals).  Calling non-admins ""ordinary users"" also has a negative ''us vs. them'' connotation, but again, I don't think you meant it that way.  I think you'll do fine with the extra buttons, and you work in an area of the wiki that does seem to attract vandalistic editing where you would be an asset to the project.  If in doubt, ask someone you trust first before performing a controversial admin action, I believe you'll do just fine.  Cheers,",0.1349753694581281,0.4157909140667761
Yes.,0.0,0.0
"Efe comes across as a decent, clueful guy who could surely help out with the extra buttons.",0.2222222222222222,0.5518518518518518
We need more article writer admins,0.5,0.5
--,0.0,0.0
'''Neutral for now''' I'm waiting for the answers to the last few questions.,-0.1,0.08333333333333334
'''Neutral''' - I also am a little concerned by the editor removing information from articles without much explanation. -,0.0062500000000000056,0.35
"Nominator last time, I know Epbr will utilise the bit effectively. [[User:Rudget|<span style=""color:#8B0000;font-weight:bold"">Rudget</span>]]  <small>(",0.3,0.43333333333333335
<small>''',0.0,0.0
Should've been an admin the first time around.,0.25,0.3333333333333333
"Good user, though you will be [[Running Up That Hill|running up that hill]] after this closes, won't you?",0.7,0.6000000000000001
Certainly. -- <strong>,0.21428571428571427,0.5714285714285714
'''Yep''' i said just yday i was going to do it and here it is ''''',0.0,0.0
A great editor. ''',0.8,0.75
"To be honest, I had already assumed he was an administrator, given his outstanding contributions to Wikipedia.",0.55,0.8875
'',0.0,0.0
&mdash;,0.0,0.0
"'''Yes, yes, yes, yes, yes.'''  [[WP:200]]?  Don't bet against it.",0.0,0.0
"Yep.  - [[User:Diligent Terrier|Diligent]][[User talk:Diligent Terrier|<span style=""color:orange"">'''Terrier'''</span>]] <small>",0.0,0.0
Time to return the [[Wikipedia:Requests for adminship/thedemonhog|favour]].  –''',0.0,0.0
Unlikely to blow up the wiki. ++,-0.5,0.5
"Per Lar. <span style=""color: grey; font-family: Calibri;"">&mdash;",-0.05,0.1
Seen Epbr everywhere. And of course the triple nominations by users I trust. ·,0.0,0.0
Uses Huggle --,0.0,0.0
I encountered this user earlier and found him to be both polite and a good vandal-fighter. '',0.35,0.55
"I have no doubt at all this user is a great user and deserves to become administrator, especially not when looking at his edits and history carefully. Besides that, he has a, clean good record and fine reputation. Take that as a yes from me, okay?",0.38333333333333336,0.7214285714285715
As nominator.,0.0,0.0
'''Ooh yeah'''. Great contributor and will be a great admin.,0.8,0.75
"'''Aussieaussieaussie-oioioi'''...seriously though, clear net positive and excess of light over heat indicate a net positive for the 'pedia. Cheers,",0.1590909090909091,0.3623737373737373
,0.0,0.0
"'''Je soutiens ce candidat.''' I don't see why not. Net positive. Cheers,",0.11363636363636363,0.2727272727272727
"Yes, yes, a thousand times over, and a thousand times under, '''yes'''. Prolific contributor who has earned the level of trust associated with the tools.",0.0,0.0
"'''Trust this candidate not to go apeshit''' with G1 speedy deletion et cetera. My experience of this candidate has been encouraging.  <font color=""006622"">",0.0,0.0
'''Troppus'''. ''',0.0,0.0
"Serious content editor, yes.--",-0.3333333333333333,0.6666666666666666
"-- <span style=""background:#ffff00;border:2px solid #00bfff;"">",0.0,0.1
,0.0,0.0
"Excellent article builder, good nomination.",0.85,0.8
With pleasure. ''',0.0,0.0
,0.0,0.0
Sure.,0.5,0.8888888888888888
"Switching to '''neutral''' following [http://en.wikipedia.org/w/index.php?title=User_talk:EyeSerene&diff=204215510&oldid=204170397 this] edit.  Sincerely, --<font face=""Times New Roman"">",0.21212121212121213,0.3515151515151515
Switching to '''neutral''' following [http://en.wikipedia.org/w/index.php?title=User_talk:EyeSerene&diff=204215510&oldid=204170397 this] edit.,0.0,0.1
"Grr, WBOSITG, I thought I was gonna be co-nomming? :( ''",-0.725,0.9
"I've seen him participating well in many areas an am confident that with the tools he will continue to behave in a mature, responsible manner.",0.325,0.4958333333333334
''',0.0,0.0
''',0.0,0.0
"<span style=""color: grey; font-family: Calibri;"">&mdash;",-0.05,0.1
"[[User:Rudget|<span style=""color:#8B0000;font-weight:bold"">Rudget</span>]]  <small>(",0.0,0.0
Although some article writing would be nice.  –''',0.6,1.0
"Yep. <small><span style=""border:1px solid black;background:red;padding:1px;"">",0.0,0.1
''',0.0,0.0
,0.0,0.0
Would like to see an explanation for [http://en.wikipedia.org/w/index.php?title=Naomi_Oreskes&diff=prev&oldid=218239197],0.0,0.0
"'''Neutral'''. After looking through your work, it's all really good. However, a lot of it is automated. A vast majority of your User Talk edits, at least in the last 1000 of them are automated, templated warnings. This shows a lack of communication and I feel good communication is a valuable trait in an admin. Also, the same case applies to the mainspace, a lot of your recent work has been via Huggle. I'd prefer to see that you do more of your own work rather than click buttons in a script. At least in the 1000 or so edits leading up to your RFA.",0.18999999999999997,0.49416666666666675
'''Neutral''' Pending optional answers to optional questions. I may then opt to optionally change my opinion. But I might anyway. A longwinded way of saying this is a placeholder. --,0.0,0.0
"""A: I'd warn the user up to four times, and if they persisted I would block the account, put a post at WP:ANI, report it in #wikipedia-en-admins, and contact the administrator via email and ask for more information. If the admin unblocked himself and continued vandalism, I'd get a steward"" — administrators vandalising equals one message and then block.",0.5,0.5
"Looks fine; I had four months under my belt when I was sysopped and the worst thing I did was delete the Main Page... ;-) '''<font face=""Arial"">[[Special:Contributions/Maxim|<font color=""#FF7133"">Maxim</font>]]<sub><small>",-0.04166666666666666,0.7083333333333333
I actually bothered reading the statement & answers for once and was very impressed. Exactly the kind of person we should be promoting.,0.4625,0.5625
"Answers are fine although maybe Frank is selling himself a bit short in his answer to Q2. Looks to me to be a sensible editor who seems to understand what we're about, so I'll make an exception just this once to my brand new RfA standard of 12000 manual edits, never used Huggle ever, 2 FAs, and 12 months of continuous experience. Being an admin isn't rocket science. A few months of experience is plenty for anyone clueful to be able to master the basics of mopping. Since Frank seems clueful enough he'll be able to pick things up quick enough.",0.16863636363636364,0.41045454545454546
Of course. ''',0.0,0.0
I have only seen good things from this user.,0.35,0.8
"'''Neutral''' About 2/3 of edits mainspace, but not enough activity.--",0.0,0.5
"'''Almost there''' - over 3,000 edits, over 300 in Wiki-space, rollback, but somewhat limited experience; does not quite meet my standards.",-0.07142857142857142,0.14285714285714285
"Definitely a net plus for the project. [[User:EVula|EVula]] <span style=""color: #999;"">// [[User talk:EVula|talk]] //",0.0,0.0
"No problems here ''':)''' <small><span style=""border:1px solid #0000ff;padding:1px;"">",0.25,0.55
"Excellent, well rounded candidate who will obviously use the tools well - Good choice.",0.5666666666666667,0.7000000000000001
,0.0,0.0
'''Supoort''' Wouldn't abuse the tools. <strong>,0.0,0.0
"'''[[User:Al tally|<span style=""font-family:verdana; color:#B05427"">Al Tally</span>]]''' <sup>''[[User talk:Al tally|<span style=""color:black"">talk</span>]]''</sup> <-- passed with barely four months activity. People who clearly haven't bothered to look at the candidate's edits, but just the quantity should be banned from RfAs imo. Some people are ready for adminship within 2 weeks. Get over your silly time-countitis and editcountitis, and actually review whether the editor would make a good admin or not. If you can't/won't do that, please do everyone a favour and stop voting here. '''",0.09166666666666666,0.42638888888888893
Four months is easily enough time.,0.0,0.5
Editor has demonstrated they possess The Clue.,0.0,0.0
"'''Neutral''' : I dont think big edit counts means better quality as a Wikipedian. But less than 3K edits in 1.5 years ? Most of the edits are in last 4 months. My personal opinion is that he needs more experience and gain more trust in the community. Keep up the good work but as Admin , may be you should try again -- <small> <span style=""border:1px solid #6699FF;padding:1px;background:#6699FF"">",0.2533333333333333,0.32333333333333336
Nom. --,0.0,0.0
"'''Per Keepscases''', above.  Stole my damn gas joke.",0.0,0.1
"DAmn, you're good! Per excellency. &mdash;'''",0.875,0.6000000000000001
Seems non-controversial.,0.0,0.0
'''P.A.S.S.''' :),0.5,1.0
I'm,0.0,0.0
'''It's really a GAS.''' --,0.2,0.2
"'''per nom''' (If there are more long term editors out there, perhaps they could come forth and submit their RfA's?)",0.225,0.45
I'll break my revision for this. Very good user with excellent and coherent understanding of practically everything.,0.8033333333333333,0.8266666666666668
"Per above. [[User:NHRHS2010|<span style=""background:black;color:red;font:10pt cooper black"">NHRHS</span>]][[User talk:NHRHS2010|<span style=""background:red;color:black;font:10pt lucida sans"">2010</span>]]",-0.08333333333333333,0.26666666666666666
,0.0,0.0
Of course.,0.0,0.0
"I have seen Gatoclass around a lot. He is a regular at DYK, and extra hands are much needed there. I am confident he will do very well as an administrator.-- <strong>",0.18,0.30205128205128207
FINALLY! '',0.0,1.0
,0.0,0.0
"Only if he promises to stop asking me to do the DYK update, because I always botch it. :) ++",0.25,1.0
"'''Yup'''.  No hesitation, excellent candidate.  [[User:Keeper76|<font color=""#21421E"" face=""comic sans ms"">Keeper</font>]]  |  [[User talk:Keeper76|<font color=""#CC7722"" face=""Papyrus"">76</font>]]  |",0.625,0.75
I think this user would help the encyclopedia with the tools provided administrators. --,0.0,0.0
Length and Reference verified. '''«''',0.0,0.0
'''What?''' He isn't one? <strong>,0.0,0.0
"Absolutely. Offered to nominate him myself, a few months back, but he wanted to wait - another plus point. ~",0.0,0.3333333333333333
"I [http://en.wikipedia.org/w/index.php?title=Special%3ALog&type=rights&user=&page=User%3AGatoclass&year=&month=-1 gave Gatoclass rollback], and there haven't been any problems with that.",0.0,0.0
,0.0,0.0
because of your willingness to call [http://en.wikipedia.org/wiki/Talk:Allegations_of_Israeli_apartheid/Archive_21#Finkelstein| an extremist a reliable source]. ''',0.0,0.0
I believe that non-self nomination increase the cabalism of Wikipedia.,0.0,0.0
Neutral section looked empty --,-0.1,0.5
,0.0,0.0
I'm,0.0,0.0
Per nomination. -,0.0,0.0
"Seen Gazimoff around several times, and from what I've observed, he has good judgment.",0.35,0.30000000000000004
'''Two thumbs up'''.,0.0,0.0
"Seems reasonable enough, sure. <span style=""font-family:lucida sans, console;"">'''''[[user]]:",0.2333333333333333,0.662962962962963
'''Indeed''' A fine candidate.,0.4166666666666667,0.5
"I'm User:Pedro and I .... [[User:Pedro/Net Positive|have a sub page]] ... or something like that :) <small><span style=""border:1px solid #0000ff;padding:1px;"">",0.25,0.55
·,0.0,0.0
Will do fine.,0.4166666666666667,0.5
''',0.0,0.0
Of course. --,0.0,0.0
''',0.0,0.0
"The noms outline the good characteristics of the candidate very well. Clueful answers to the questions, great article work, friendly and patient manner. I think you'll be a great admin.",0.575,0.5800000000000001
"I was sure this guy was an admin, and thought of him as one for quite a few months. He's extremely helpful all around the project, and will make a fantastic sysop. '''",0.14375,0.7222222222222222
I have had only excellent interactions with this user over on the CVG.,0.5,1.0
"An excellent editor, but less than 6 months of having a named WP account is really rather too fast for adminship.",0.30833333333333335,0.4666666666666667
"'''Neutral'''  I'm torn on this one.  On one side, the candidate appears to certainly have a [[WP:CLUE|clue]] and would be a solid person to have on the admin team.  On the other side, I'm a little concerned that the candidate has spent a rather signficant portion of their time on one specific area of the project.  On these two factors, primarily, I'm declaring myself neutral, but will not be at all upset if the candidate is successful.  Good luck!  --",0.20297619047619048,0.42460317460317465
'''Neutral''' Doesn't seem quite experienced enough. I also agree with JayHenry's comments.,0.4,0.7
Per nomination statement.,0.0,0.0
Per Rudget. '',0.0,0.0
"[[User:NHRHS2010|<span style=""background:black;color:red;font:10pt cooper black"">NHRHS</span>]][[User talk:NHRHS2010|<span style=""background:red;color:black;font:10pt lucida sans"">2010</span>]]",-0.16666666666666666,0.43333333333333335
Of course.,0.0,0.0
"I don't know who you are, but I like your style.",0.0,0.0
,0.0,0.0
"<span style=""font-family:lucida sans, console;"">'''''",0.0,0.0
Seems to know where her towel is.  Everything else can be learned on the job. --,0.0,0.0
Keeps a cool head under any situation need be? Excellent... &mdash;''',0.675,0.825
Not as much experience as I'd really prefer to see but everything I've seen from Gladys has been great and she I'm sure she'll do just fine with the tools. I actually would have been willing to nominate her myself had I known she was interested in adminship (and I don't nominate many,0.3462962962962963,0.4876543209876544
"Comments sometimes remind me of CharlotteWebb. Used ""egregious"" in a section title on ANI. Self-nomination statement and answers are honest, decent and truthful. Seems clueful. I'm with barneca and Sarah.",0.4222222222222222,0.6888888888888888
"Experience in admin areas is a big plus. Whilst Gladys hasn't got any FA's or GA's, she's got ''some'' content experience which will put her in good stead if she gets the tools. '''",0.35,0.35000000000000003
I like the way you speak your mind and state your opinions with conviction. You know how to do the Right Thing<sup>TM</sup> and you have my trust. It's always good to see this editor inject clue and humour into a conversation.,0.4928571428571428,0.5678571428571428
--,0.0,0.0
'',0.0,0.0
"➨ <font color=""red"">❝'''[[User:Redvers|ЯEDVERS]]'''❞</font>",0.0,0.0
Excellent candidate.,1.0,1.0
Per me at the Foxy Loxy RfA.,0.0,0.0
The candidate hasn't contributed any FA or GA or DYK. —,0.0,0.0
Duh!,-0.375,0.6
"Yes, postive experiences with this editor.",0.0,0.0
"[[User:NHRHS2010|<span style=""background:black;color:red;font:10pt kristen itc"">NHRHS</span>]][[User talk:NHRHS2010|<span style=""background:red;color:black;font:10pt kristen itc"">2010</span>]]",0.0,0.0
"Great user, will use the tools well.",0.8,0.75
Per the beautifully written nomination.,0.85,1.0
"- [[User:Diligent Terrier|Diligent]] [[User talk:Diligent Terrier|<span style=""color:orange"">'''Terrier'''</span>]] <small>",0.0,0.0
Sane people always welcome at CFD; sane people with the mop even more so.  'Bout time!,0.7125,0.7
"I think everone has witnessed Good Olfactory's excellent contributions to categories etc. Oh, and what an interesting username! --I'm an '''''[[Special:Contributions/Editorofthewiki|Editor]]",0.775,0.7000000000000001
—,0.0,0.0
—''',0.0,0.0
'''Transfer''' to [[:Category:Wikipedia administrators]].--,0.0,0.0
'''+S''' [[User:Ling.Nut|Ling]].[[User talk:Ling.Nut|Nut]] <sup>,0.0,0.0
"I can't remember quite where I've seen you, but it was a positive experience. Combined with that, the great nomination statement and the answers to the questions, I think you'd handle the tools just fine.",0.48131313131313136,0.5984848484848485
