username,total_score
Vodomar,401
VoltronForce,103
Voui,473
Vulcanstar6,462
W.,436
WAvegetarian,845
WDGraham,844
WJBscribe,1019
Wadester16,108
Ward20,735
Warrah,727
WarthogDemon,849
WatchingYouLikeAHawk,467
Wayward,743
Weaponbb7,736
Webclient101,778
WegianWarrior,735
Wenli,820
WesleyDodds,719
Wexcan,776
Whimemsz,488
Whomp,713
Wifione,1033
Wik,569
WikiFan04,579
WikiManOne,704
WikiTownsvillian,731
Wikibout,701
Wikidenizen,560
Wikimachine,678
Wikipediarules2221,615
Wikipelli,1124
Wikiyuvraj,211
WillOakland,549
Willief,101
Willscrlt,739
Wimt,913
Wingdude88,509
Wistless,212
Wizzy,684
Wjmummert,700
Wobble,606
Woodym555,253
Wordbuilder,806
Wotnow,546
Writ,100
Wtshymanski,896
Wyss,591
Xanthoxyl,634
Xbones1000,110
Xdenizen,840
Xenocide321,298
Xevious,682
Xiner,925
Xolatron,609
Xtra,599
Xxanthippe,779
Y,1007
Yamaguchi先生,1108
Yamanbaiia,657
YankeeFan2006,300
YellowMonkey,909
Yeltensic42,435
Yid613,588
YixilTesiphon,718
Yngvarr,859
Yom,723
Yoshaibo,161
Youngamerican,805
Yousou,740
Ysangkok,903
Yummifruitbat,782
ZS,649
Zachary,587
Zafiroblue05,656
Zain,339
Zanimum,1104
Zappa.jake,103
Zaxem,608
Zedla,970
Zen-master,577
Zepppep,669
Zereshk,704
Zifnabxar,361
Ziphon,576
Znode,643
ZooPro,730
Zoz,611
^demon,100
aibarr,239
ansumang,864
bmicomp,856
causa,100
ciphergoth,773
danntm,700
delldot,1089
drumguy8800,714
ebe123,957
erachima,816
fngosa,617
gaylemadwin,430
gwernol,945
henrik,968
iMatthew,104
intelati,822
jbolden1517,616
jnothman,727
kelapstick,1207
leahtwosaints,615
macy,844
mcr616,688
mono,972
nathanrdotcom,629
nn123645,769
opt1m4l,112
pevarnj,583
plato,654
riana,1101
snowolfd4,774
tdxiang,742
theoneintraining,573
timecop,591
tone,1007
wackywace,874
wossi,567
zzuuzz,1153
Érico,742
Ђорђе,100
כתר,414
シ,296
!---slappdash---!,394
%D0%90,665
'sed,195
(.Y.),131
(:Julien:),592
(aeropagitica),955
*Kat*,682
*drew,681
-Midorihana-,693
-Ril-,642
-asx-,541
-jha-,108
.:Ajvol:.,601
.V.,554
.snoopy.,508
068152,323
069952497a,864
0pen$0urce,561
10014derek,439
1234r00t,649
123Hedgehog456,577
125.162.150.88,207
128.83.101.111,0
129.177.19.120,0
131.211.210.14,30
131.211.210.157,34
1362,102
154.20.253.177,0
156.34.142.110,423
1568,102
172,842
1948remembered,296
203.125.28.98,23
216.153.214.94,332
24.15.158.90,1
172.144.137.135,0
1966batfan,109
1of3,444
203.213.7.131,204
21655,690
24.18.171.99,227
17Drew,730
198.110.249.200,5
2004-12-29T22:45Z,662
207.6.58.42,5
23prootie,634
24.55.228.56,205
3centsoap,464
4wajzkd02,616
64.12.116.133,243
69.57.154.67,10
7107delicious,547
78.26,1273
8bitJake,437
9cds,739
A.Savin,590
A412,1010
AA,757
ACupOfCoffee,537
AFriedman,113
AKAF,571
ALR,638
ANNAfoxlover,605
APclark,505
ASCIIn2Bme,763
Aaronbrick,673
Abaddon314159,455
Abductive,876
Abstruce,547
Access,105
Acetic,4
Activision45,473
AdamJacobMuller,722
Adamfinmo,766
Addshore,1263
AdjustShift,902
Admrboltz,1087
Advanced,581
Aeon1006,853
Aeuio,441
Aflumpire,636
Agapetos,8
Agriculture,521
Ahonc,713
Aillema,502
Ais523,778
Ajm81,565
Aknorals,589
Alan,490
Alanl,726
Alarbus,636
Albinomonkey,541
Aldux,933
Alensha,734
Alex.muller,1056
AlexR,718
Alexandria,1059
AlexiusHoratius,1044
Alf.laylah.wa.laylah,914
Ali'i,586
Alinnisawest,779
AlistairMcMillan,941
Allgoodnamesalreadytaken,338
Altruism,677
Amadscientist,162
Amatulic,106
America69,602
AmiDaniel,927
Amoruso,728
AmusedRepose,589
AnakngAraw,711
Anchoress,705
Andewz111,120
Andrea105,652
Andrevan,1183
AndrewHowse,690
Andris,712
Andrwsc,904
Anecdote,438
Angela,989
Anger22,809
Angrysockhop,682
Animeshkulkarni,103
Anittas,592
Anomo,632
Ansell,654
Antarctic-adventurer,630
Anthon01,542
Anticipator,599
Anythingyouwant,911
Apollomelos,441
Appraiser,750
Apwoolrich,728
Aqwis,914
Aramgar,547
Aravind,234
Arch,223
Archola,618
Argyle,100
Arichperson,110
Arienh4,103
Ark30inf,531
ArmadilloFromHell,805
Armeisen,354
ArnoldReinhold,835
Arrigo,574
Arsenikk,907
Arunram,833
Asabbagh,518
Asgardian,610
Ashdurbat,534
Asics,692
Astanhope,727
Astrowob,562
Atanamir,561
Athaenara,957
Atlantis,100
AttishOculus,359
Aucaman,690
Audiovideo,551
Ausir,801
AutoGyro,597
Avala,830
Avillia,588
Avono,108
Awadewit,110
Awyong,102
Axl,837
Aydee,530
Azathar,600
B.s.n.R.N.,103
BLGM5,483
BRMo,757
BWD,662
Backsigns,258
Ballista,625
Barkjon,589
Barras,582
Baryonic,100
Baseballmes,355
Batmanand,714
Bcnviajero,415
BeakerK44,365
Bearian'sBooties,750
Becksguy,809
Belkis,136
Belugaboy,124
Benc,632
Bennyboyz3000,104
Beria,571
Berton,750
Bharatveer,490
Bidgee,1103
BigCow,644
BigHaz,963
Biggspowd,581
BigrTex,832
Bigz,513
BillC,917
Billreid,815
Biofase,610
BirgitteSB,700
Bjcairns,560
Bjweeks,103
Black,100
Blackknight12,1005
Blarneytherinosaur,624
BlindEagle,759
Bloom6132,808
Blue520,832
BlueMoonlet,724
BlueValour,114
Bluerasberry,1105
Bmg916,821
Bmusician,1002
Bobamnertiopsis,941
Bobsmith319,529
Boghog2,112
Bomac,612
Bongomatic,858
Bookkeeperoftheoccult,639
Bottesini,739
Bournesupremacyisreal,106
Boxero,202
Bradv,1300
Brandmeister,940
Bratsche,736
BrianKnez,635
Brianga,1081
Bridesmill,605
Brilliantine,700
Brockert,757
Broooooooce,436
Brownlee,537
Bruvtakesover,102
Brylcreem2,417
Btball,683
Bucephala,472
BuddingJournalist,104
Buford2004,132
Buickid,638
Bulwersator,707
Burgundavia,717
Burnte,516
Butseriouslyfolks,830
C,104
C678,107
CDThieme,568
CJ,919
CNash,540
CQ,663
CT,100
CWii2,145
Cacophony,676
CadenS,102
Caesura,834
CakeProphet,112
CalendarWatcher,858
Calliopejen1,1041
Caltas,710
Calwatch,782
Canadian-Bacon,804
Canjth,584
Canticle,616
Canuckid,216
CapitalR,638
Captain,218
CarTick,836
Carbonite,762
CardinalDan,802
Carioca,879
Carmen,0
Carrite,1003
Casmith,100
Cassivs,538
CasualFighter,563
Caulde,1030
Cbing01,587
Cdogsimmons,838
Ceha,643
Celestianpower,856
Centurion,100
Cerealkiller13,431
CesarB,1042
Chairboy,817
Chameleon,638
Chaoticfluffy,103
CharlieDelta,839
Chaser,1141
Chazz88,695
Chedzilla,490
Chelman,460
Chergles,599
Chidom,104
Chillum,107
Chmod007,676
Chooserr,623
Chris,175
Chris4315,306
Chrishomingtang,104
Chrislk02,865
Christopher,119
Chubbles,1107
Church,969
Chwech,548
Citicat,925
Claritas,781
Clayoquot,957
Clementina,636
ClockworkSoul,855
Cloveapple,684
CltFn,643
Cma,516
Cmouse,568
Cnyborg,541
Cocoaguy,967
Coelacan,995
Colchicum,678
Colincbn,600
Collingwood,400
Columbia,523
Commander,449
ComputerGuy890100,170
ConMan,707
Congolese,103
Constantine,516
ContinueWithCaution,968
CoolKatt,100
Coralmizu,839
Coren,997
Corpx,844
CounterFX,121
Covington,567
Cptnono,809
Craigy144,807
CrazyDude,103
Crazytales,1042
CreazySuit,471
Crestville,637
Cricket02,803
Crisspy,566
Cronholm144,699
Crownofworms,295
Crux,422
Csernica,721
Cubs197,662
CultureDrone,841
Cunya,175
Curt,100
Cybbe,409
Cyclone1,487
CygnetSaIad,348
Cynical,738
D,465
DCI2026,103
DDerby,707
DFBot,260
DGaw,818
DIG,108
DLand,713
DPeterson,483
DUDE42,217
Dabomb87,1199
Daduzi,654
Dahliarose,750
Damirgraffiti,816
DanBealeCocks,628
Danelo,607
Daniel.Bryant,108
DanielTom,496
Danieltiger45,551
Danlina,627
Danthecan,427
Dara,532
DarkFalls,1142
Darkfrog24,832
Darkspots,751
DarthVader,688
Dattebayo321,467
DaveApter,755
Davetunney,323
David.Monniaux,903
DavidHOzAu,552
DavidWBrooks,866
Davidiad,672
Davidruben,839
Davodd,825
Db099221,673
Dbiv,121
Dbtfz,702
Dcmacnut,765
Ddcc,694
DeadEyeArrow,953
DeanHinnen,487
Decltype,1117
Deed89,779
Deeptrivia,766
Deiaemeth,630
Dekimasu,1063
Deliriousandlost,667
Deltabeignet,890
DemocraplypseNow,381
Denelson83,980
Denni,807
Deon555,113
Derktar,589
Descendall,672
Dethme0w,662
Deville,970
Dgies,1123
Dhatfield,618
Diba,394
Diesel-50,414
Digby,413
Dijxtra,738
Dincher,102
Diomidis,100
Dirtlawyer1,813
Disneyfreak96,665
DiverseMentality,105
Djembayz,793
Dlabtot,703
Dlyons493,631
Dmharvey,609
Doc,100
DoctorW,604
Dogears,643
Doktorbuk,921
Dominic,1097
Domthedude001,617
Donhalcon,530
Doom127,457
Dori,580
Dottoreso,419
Download,1011
Dpbsmith,845
Dr.Szląchedzki,586
Draeco,712
DragonRouge,449
Dralwik,851
Drbug,545
DreamGuy,766
Dreftymac,711
Drini,104
Drmargi,892
DrunkenSmurf,657
Dual,100
Duk,704
Dumelow,925
Dusty777,705
Dwanyewest,902
Dylanfromthenorth,817
Dysprosia,738
E2eamon,778
EFG,503
ESkog,1039
EagleEyes,458
Earthbendingmaster,110
EatsShootsAndLeaves,760
Echuck215,724
Ecoleetage,888
EdBever,741
EdJohnston,1252
EddieSegoura,726
Edinborgarstefan,529
Editpower100,164
Edtropolis,321
EdwardZhao,695
EffK,442
Ehheh,629
Ekki01,716
ElKevbo,1095
Eldereft,102
Eleemosynary,593
Elenseel,597
Eliezer,100
Elkman,1076
Eloquence,751
Elvey,849
Empty2005,637
EncMstr,1221
Endlessdan,742
EngineerScotty,831
Enigmaman,1173
Enti342,739
Equazcion,977
EricV89,102
Erik9,761
Erikster,115
Esprqii,860
EstebanF,524
Esuzu,560
Ethereal,425
Eugene,100
Eurocopter,798
Eustress,876
EvanSeeds,677
Everlast1910,625
Ex13,549
Exec8,803
Exploringonions,121
Ezeu,840
FMAFan1990,638
Fabiform,627
Factitious,582
Fahrenheit451,724
FaithF,539
Fallstorm,250
Fang,100
Farosdaughter,611
Fasttimes68,578
Feedintm,727
Felixboy,646
Fennec,777
Fernando,690
FeydHuxtable,805
Filelakeshoe,1150
Filmnmusicritic,131
Finavon,723
Finishedwithschool,161
Fir0002,617
Firebug,623
Firestorm,105
Five,167
Flameviper,591
Flcelloguy,975
Flewis,928
FloNight,870
Floridianed,457
Fluffernutter,1103
Fmph,614
Fogster,636
Folksong,625
FormerIP,721
Foundby,431
Fpahl,440
Fran,100
Francisco,100
FrankTobia,806
Fraudy,704
Fred,105
Freedom,108
Frelke,610
Friarslantern,488
Friday,798
FrigidNinja,769
Froggydarb,525
Frozenevolution,550
FuelWagon,617
FunPika,863
FunkyFly,554
FuriousFreddy,775
Future54,277
Fuzzie,658
Fyslee,114
G1ggy,102
GChriss,634
GHe,688
GMolewaterdelaRiveBox,113
GRuban,914
GW,108
Gaelen,0
Galactor213,612
Gamer112,427
Gandoman,277
Garcilaso,600
Garrickdaft,409
Garyww67,181
Gaurav1146,582
Gavin.collins,651
Gblaz,701
Geaugagrrl,104
Gego,532
GeneralCheese,637
Geni,1190
Geogre,846
Geschichte,1100
Gfoley4,1246
GhostPirate,801
Giangian15,637
Gidonb,939
Gilbertine,100
Gilisa,588
GimliDotNet,937
Ginbot86,677
Glen,1108
Gmatsuda,704
Gnomz007,523
GoRight,556
Godgoddingham333,522
Golbez,1174
Golden,875
Gongshow,832
Goodoldpolonius2,674
Gordon39,114
GorillaWarfare,1300
Gphoto,633
Graeme,174
GrasslandT,287
Green,406
Greengreengreenred,569
GregJackP,978
Greswik,630
Grim,182
Grunt,719
Gryffindor,829
Gsl,552
Guapovia,422
Guettarda,1017
Guroadrunner,781
Gwalla,852
Gwernol,945
Gxti,341
H,860
HAL,100
HGB,702
HOTR,100
Habashia,451
Hadger,647
Hagerman,628
Hair,712
Hakozen,486
Hamiltonstone,805
Hamtechperson,978
Happy138,603
Harald,100
Harkey,100
Harout72,725
Harro5,780
Harvzsf,461
HaugenErik,396
HawkerTyphoon,106
Hazillow,502
Hcheney,636
HeartofaDog,860
Hegvald,744
Heironymous,0
Hellboy2hell,640
Henrik,968
Heqs,594
Hereforhomework2,629
Hesperian,949
Hexhand,593
Hghyux,851
Hickorybark,503
HighKing,895
Hillbillyholiday81,168
Hipocrite,760
Historiograf,465
Hkoala,427
Hobartimus,695
Hojimachong,802
Holt,656
Homestarmy,686
HoodedMan,613
Hordaland,685
Horologium,961
Howrealisreal,715
Hu12,984
Hughcharlesparker,733
HumanThing,185
Huon,1018
Hurricanehink,943
HyperSushi21,549
I42,759
ICUDocMD,219
IGeMiNix,602
ILovePlankton,618
IP69.226.103.13,702
Iamunknown,786
IanManka,984
Ibrahimfaisal,123
Icewedge,168
Ichormosquito,636
Idorunet,146
IgorTrieste,442
Ijanderson977,104
Ilario,548
Ilovetimanderic,240
Imaglang,607
ImmortalGoddezz,102
ImperatorExercitus,937
Import007,194
IndigoGenius,309
Infrogmation,1002
Inkbottle,404
Instantnood,739
Iqinn,662
Iridia,568
Irmela,107
Ironbrew,478
Iselilja,970
Ism,100
Istvan,519
Italiavivi,576
Itfc%2Bcanes%3Dme,610
IvanKnight69,453
Izno,1191
J.J.Sagnella,704
J36miles,652
JCoug,248
JFBurton,469
JHMM13,794
JNW,1018
JRG,808
JSarek,468
JaGa,1062
Jack-A-Roe,746
Jackaranga,811
JackyR,661
Jahiegel,834
James,249
JamesBWatson,137
Jamesofur,1021
Jamyskis,721
Jared,771
JarrodKyser05,103
JasonDUIUC,470
Jasz,432
Javascap,495
Jaxl,702
JayJay,1136
Jayjg,1102
Jayy008,688
Jbmurray,786
Jcw69,736
Jdzooks,232
Jeanenawhitney,557
JedRothwell,449
Jeepday,970
Jeffpw,705
Jellypuzzle,621
JennKR,744
Jerem43,1002
Jeromeplacec,173
Jerzy,900
Jftsang,712
Jh12,755
Jiang,899
Jim62sch,720
Jimmy,547
Jimwitz,443
Jj137,1162
Jmabel,1021
Jmh649,114
Jnc,819
Jobe6,690
Jodyw1,517
Joebeone,481
Joevanisland,337
Johann,100
JohnChrysostom,713
Johnny,102
Johnparkw,522
Joke137,652
JonMoore,733
Jonathan321,773
Jonkerz,930
Jorcoga,573
Joseph,638
Joshua,770
Jossi,974
Jouster,629
Jpmonroe,413
Jreferee,756
Jschnur,866
Jsjsjs1111,567
Jtmorgan,659
JuanMuslim,103
Juicifer,658
JulieSpaulding,105
Junglecat,808
Just,105
Justforasecond,537
Justinpwilsonadvocate,495
Jwillbur,832
KDerrida,185
KJS77,841
KS,421
Kahuroa,655
Kaiti,549
Kalan,533
KamrynMatika2,421
Kangaroopower,696
Kaori,488
Karbinski,569
Karl,412
Karthikndr,991
Katalaveno,721
Kateshortforbob,993
Kbh3rd,890
Kcowolf,537
Keefer4,543
Keepsleeping,610
KelleyCook,813
Kendrick7,852
Kensho,122
Keraunoscopia,749
Kevin1243,102
Kewpid,580
Kgorman-ucb,103
Khatru2,633
Khoikhoi,994
Kicking222,729
Kierano,657
KillerChihuahua,1026
Kilo-Lima,927
Kimon,934
Kindzmarauli,778
Kingpin13,1108
Kinu,1300
KittenKlub,765
Kjp993,621
Kmhkmh,849
KnowledgeHegemonyPart2,566
Kntrabssi,625
Kobnach,312
Kokota,219
KonstableSock,228
Kotra,747
KrakatoaKatie,1158
Krashlandon,867
Kri77777,158
Ks64q2,650
Kudret,0
Kurdo777,630
Kushal,237
Kuyabribri,1114
Kwh,640
Kyla,419
Kzollman,703
L33th4x0rguy,752
LAZY,157
LUUSAP,560
Lajolla2009,484
Laleena,517
Lanky,748
LaraBot,410
Laurascudder,695
Lawrencekhoo,857
Lcsrns,513
LeCour,140
LeaveSleaves,865
LeeHunter,641
LeftCoastMan,313
Legolas2186,826
Leif,611
Lemonflash,680
Leon,113
Leprechaun99,123
Lethe,744
Lexicon,927
Libertyville,561
Lifefeed,589
Lightdarkness,812
Likeminas,621
Limin8tor,276
LindsayH,867
Linkofazeroth,542
Lionelt,818
Lir,594
Literaturegeek,763
LittleTony,338
LlamaAl,906
Localzuk,745
Logan,1192
Logos5557,104
Londoneye,480
LordRM,504
Lordmontu,647
Lostkiwi,509
LouriePieterse,811
LovesMacs,714
Lquilter,869
Lucasbfr,100
LuciferMorgan,835
LuckyLittleGrasshopper,507
Ludahai,676
Luigizanasi,716
LukasPietsch,639
Lukeno94,130
Lunakeet,624
Lustead,522
Lycaon,623
Lzur,461
M.K,722
M7,552
MC,107
MGA73,701
MLA,620
MPF,856
MSTCrow,654
Maayanh,422
MacMed,783
Macrakis,905
MadCow257,634
Maedin,104
Mahewa,636
Mairi,673
Makecat,990
Malcolm,986
Malevious,673
Malinaccier,1180
Mallocks,574
Manderiko,454
ManhattanNY,102
Manny,103
Manuprasanna,141
Maralia,850
Marcus,188
Markreidyhp,466
Marlith,119
Marskell,736
Martin-C,439
Martinphi,586
Marvin,100
MaskedHero,519
Master&Expert,102
Masterjamie,636
MathCool10,117
Mathmo,819
Matia.gr,634
Matt.T,884
Mattb90,505
Matthew2c4u,356
Matthuxtable,646
Mattwj2002,563
Maunus,1072
Maxim,1233
MaximvsDecimvs,553
Mazca,1118
Mbimmler,532
McPhail,897
Mcginnly,687
Mdcollins1984,104
Meersan,564
Megapen,669
Meile,518
MelanieN,1221
Menchi,827
Mentisock,748
Mereda,729
Merzbow,682
Messhermit,603
Metb82,587
Mets501,1110
Mexcellent,435
Mh,604
MickMacNee,780
Microtony,650
Miesianiacal,686
Mike1,549
MikeAllen,1097
MikeLynch,1105
Mikm,615
Miljoshi,548
Milomedes,526
Mindbunny,404
Mindspillage,837
Mintguy,669
MiraLuka,103
Mishatx,568
MithrandirAgain,625
Mjal,265
Mkativerata,1003
Mlpearc,201
Mmounties,607
Mo,100
Moeron,817
Mojoworker,905
Mom2jandk,641
Moneyballing,421
Monkeyblue,624
Mononomic,737
Montchav,611
Moogwrench,812
Moondyne,903
Mopza,466
Morgan695,823
Morning277,766
Mozzerati,713
Mr.Snoppy,142
MrFirewall,266
MrMetalFLower,431
MrVacBob,427
Mrbowtie,527
Mrmatiko,790
Mrs.,100
Mschel,671
Mtmelendez,770
MugsWrit,190
Munta,434
MurphiaMan,459
Mvemkr,499
My,100
Mário,775
N96,469
NL-Ninane,410
NSH001,883
NVO,722
NYScholar,699
Nadavspi,604
Nahum,583
NancyHeise,624
Nasty,423
Nathanlarson32767,517
Natl1,767
Ncsaint,488
Necrowarrio0,252
Neil916,899
Nenyedi,657
Nephron,721
Nesher,633
Netkinetic,748
Neurologic,108
Neutralhomer,1086
Never29,536
Newbyguesses,536
Newyorkbrad,1017
Ng.j,934
Nick123,606
Nickandpete,113
Nickshanks,638
Niffweed17,621
Night,439
Nihiltres,1213
Nikodemos,695
Nimbat230,330
NinaOdell,605
Nippoo,544
Nishkid64,1114
Nixer,556
Njavallil,502
Nn123645,769
NoCal100,517
Nobs01,709
Nogwa,436
Nokhodi,646
Noloop,471
Noren,556
NorseOdin,556
Northwesterner1,644
NotAnIP83:149:66:11,343
Nousernamesleft,712
Novelbank,523
Npeters22,701
Nsh,469
Nudve,768
Numbermaniac,1097
Nurmsook,910
Nwwaew,776
Nyswimmer,124
O,822
ONUnicorn,1248
Oberonfitch,441
Obscurans,457
Ocatecir,945
Odysses,551
Oggleboppiter,390
OlEnglish,1255
Oldag07,794
Olivier,1004
Ombudsman,752
Omghgomg,639
Omtay38,692
One,794
OntarioQuizzer,621
Opark,102
Optim,688
Orangemike,1188
Orderinchaos78,111
Orgullomoore,592
Oroso,766
Orthogonal,697
Osbus,640
Osu8907,505
Oven,171
Oxymoron83,1010
P3net,625
PDD,483
PKtm,701
PNiddy,104
PStrait,620
PZFUN,719
PacknCanes,628
Pakaran,883
Palffy,669
Panzertank,401
Paragon12321,627
Parishan,902
PartyAnimal22,108
Pasonia,450
Paste,960
Pathoschild,855
Patriarca12,771
Patstuart,801
Paul,147
Pavel,114
PaxEquilibrium,865
Pdeitiker,851
Pedriana,605
Pegasus1138,660
Pengo,860
PeteShanosky,647
PeterSymonds,1130
Petr,100
Pfainuk,113
Pgio,243
Phaedriel,1040
Phase1,465
Phil,100
Philip,102
Philosophus,653
Phoenix-wiki,814
Phronima,629
Picaroon,828
Pikachu9000,103
Ping,662
Pinky49,312
Pir,654
Plange,885
Pleasantville,662
PlusDrawn,295
Pmlinediter,103
PoinDexta1,102
Polanco,265
Polarscribe,858
Polly,880
Poltair,787
Pontificalibus,1108
Poorleno,648
Postoak,879
Pparazorback,783
Premkudva,715
Prestonmcconkie,524
Primetime,688
Princess,100
Prodego,1186
Profundity06,227
Prolog,1112
Protector,118
Prsgoddess187,575
PseudoSudo,811
Psychonaut,1042
Puffin,949
Punk,100
Pursey,738
Pvenegas,106
Pyrospirit,888
Qaanaaq,435
Qmwne235,725
Quadell,886
Quaque,554
QuasyBoy,960
Questwolf,217
Quinwound,495
QwerpQwertus,674
Qyd,730
R.D.H.,100
RB972,524
RFBailey,905
RGTraynor,102
RJaguar3,942
RP459,830
RWR8189,692
Raboe001,486
RadManCF,801
Radiantenergy,517
RadioKirk,775
Raffaello9,100
Raghu.kuttan,505
Raichu,645
Rak-Tai,501
Ramdrake,703
Ran,696
Random832,703
Randomtime,782
Rangerdude,597
Rasnaboy,759
Rathne,102
Raven4x4x,763
Rayfield,547
Razionale,546
Rbrwr,764
Rdsmith4,889
Realek,506
Reaverdrop,727
Reconsider,105
RedSpruce,738
Redbull47,312
Redmarkviolinist,917
Redtigerxyz,944
Reedy,812
Regancy42,734
Rei,664
Republitarian,576
Restepc,507
RevRagnarok,807
Revolution1221,790
RexNL,886
Rfrisbie,209
Riana,1101
Richardshusr,107
Rigadoun,891
Ripberger,558
Riurik,567
Rjd0060,1101
Rkstaylor,268
Rlevse,1006
Rmrfstar,103
Roadrunnerz45,361
Robchurch,821
Robofish,885
Rock,0
Rockfan1,187
Rockstone35,1058
Rootology,107
Rosicrucian,735
Rotten,411
RoyBoy,907
Royboycrashfan,902
Rschen7754,1206
Ruhrjung,622
Runewiki777,562
Russeasby,615
RyRy5,102
RyanCross,847
Rzuwig,665
SEWilco,896
SMC,934
SPUI,838
STSC,830
SWik78,104
Saforrest,811
Sailsbystars,915
Salasks,630
Sallicio,917
Saluyot,614
SamEV,642
Samiharris,550
SamuelTheGhost,806
Sandstunk,192
Sannse,781
Sarah,890
Sarcasticidealist,105
Sarsaparilla,561
SashaNein,100
Satellizer,1200
Savidan,757
Sca,714
Sceptre,1163
Schissel,629
Schnoatbrax,405
SciAndTech,412
Sciurinæ,727
Scohoust,702
Scottbeck,528
Scottydude,644
Sdedeo,724
SeanMcG,548
Searchme,752
SebastianHelm,884
Secisek,117
Seewolf,590
Seivad,626
SemperFideliS81,441
Seraphim,990
Serviam,100
Seth,100
Seventypercent,556
Sfoskett,665
Shadow1,727
Shaericell,373
Shanel,839
Shapiros10,145
Sharpdust,521
Shaundakulbara,645
Sheeana,702
Sherool,764
Shimgray,103
Shinerunner,624
Shirik,1154
Shlomke,771
ShootJar,210
Shot,225
Shreshth91,819
Shudde,849
Shyam,877
Sideshow,100
Sigo,513
Silversmith,711
Simon,140
Simonkoldyk,706
Simul8,468
Singularity42,1124
Sir,100
Siroxo,994
Sj,987
Sk8er5000,117
Skeezix1000,787
SkierRMH,102
Skizzik,689
Skyezx,625
SlamDiego,751
Sleapaside,159
Sluzzelin,776
Smashville,1025
Smmurphy,742
Smokizzy,737
Smuuv,152
Snappy,104
Snigbrook,984
SoWhy,1300
Sodin,536
Sole,252
Solomon7968,828
SomeDudeWithAUserName,632
Someone65,605
Son,102
Sonicyouth86,557
Sophysduckling,530
Sosomk,635
Sound,110
SouthernComfort,589
Soxrock,675
Sp33dyphil,881
Spacebirdy,406
Spahbod,498
SparksBoy,100
Spasemunki,609
Speakermeonce,135
Spectatrix,528
Spencer.mccormick,707
Spidern,711
Spinboy,699
Splash,1087
Spongefrog,743
Spudinator,395
Squash,622
Srinivas,677
Sssoul,562
Stalwart111,827
Stanistani,829
Starczamora,768
StaticGull,845
Stbalbach,778
Steel359,102
Stepanovas,370
Stephenchou0722,656
Stevage,760
SteveRwanda,161
Stevenmitchell,750
Stillwaterising,864
Stormie,947
Str4nd,534
Struway2,1067
Stude62,676
Sue,518
Sumoeagle179,546
SunDragon34,761
Sunholm,653
Suntag,811
SuperFlash101,659
Superflewis,103
Surplu,434
Susfele,672
Sven,261
Swarm,1300
Syjytg,424
SynergeticMaggot,103
Szopen,515
T'Shael,102
TBC,109
TCN7JM,846
TFOWR,1033
THFSW,104
TPK,599
TRSJ,112
TaborL,656
Taemyr,610
TammamS,259
Tanner-Christopher,672
Taoster,564
Tarheel95,1050
Tasc,532
Tavix,1113
Tazangel,135
Tdrss,695
Tedder,1237
Tegwarrior,511
Tekleni,468
Telsa,560
Terence,607
Terrafermat,419
Terrillja,885
Tesscass,654
Tex,567
Tfine80,690
ThaddeusB,1106
Tharnton345,521
Thatcher131,124
The.griffter,277
TheCustomOfLife,700
TheFearow,719
TheHoosierState89,731
TheLateDentarthurdent,651
TheNudge,134
TheParanoidOne,691
TheRanger,751
TheShadowCrow,595
Thebainer,103
Thecurran,730
Thegreenblob,103
Thejerm,614
Themadmullah,201
TheoClarke,751
Theopolisme,1021
Thesevenseas,590
Thincat,917
Thomas,101
Thorpe,677
Threeafterthree,616
Throwawayhack,468
Thunderbrand,719
Ti-30X,440
TigerShark,1008
Tikiwont,1028
Tim.bounceback,111
TimBuck2,534
Timelessness,127
Timmeh,705
Timothymarskell,300
Tinlinkin,743
Tiptoety,1100
Titoxd,1018
Tkalisky,434
Tmh,472
Tnxman307,1200
Toddy1,946
Tohd8BohaithuGh1,909
TomPhan,146
Tomas417,589
Tomcat7,865
Tomtomn00,101
TonySt,667
Tool2Die4,555
Torchwoodwho,807
TotientDragooned,577
Townlake,589
TrackerTV,102
Train2104,1031
Trapolator,544
Treacka,234
Treebark,601
Trevj,853
Triddle,538
Triplestop,822
TrulyBlue,826
Truthkeeper88,103
Trödel,1004
Tubular,334
TurquoiseThreads,394
Tuxide,716
Twas,0
TwinsMetsFan,752
Type,100
Tzu,100
UTAFA,252
UberCryxic,788
Ucucha,978
Ugur,100
UncleBubba,641
Ungtss,719
Unionhawk,927
Unomi,656
Untifler,713
Ursasapien,687
Usgnus,641
VI,673
Vadakkan,633
Valentinian,776
Valtoras,410
Vancouverguy,506
Vantine84,710
Vary,901
Vbd,629
VegaDark,1093
Vendettax,604
Verbal,860
Versageek,851
Vhoscythe,560
Vickystreater,141
VigilancePrime,657
Vilerage,665
Vipinhari,990
VirtualDelight,521
Vision,141
Vitriouxc,132
Vladaig,210
Voceditenore,1038
VoiceOfReason,692
Voyaging,567
Vslashg,669
Vuvar1,554
W1k13rh3nry,632
WHEELER,623
WODUP,906
Wackymacs,104
Wafulz,1089
WaltCip,770
Wardhog,322
Warpath,522
Warrior4321,830
Wassupwestcoast,737
Waterfox,102
Wdanwatts,430
Weasel,543
Webwarlock,646
WelcomeAtlas,345
Werdna,904
Werideatdusk33,630
Wezzo,565
Whenaxis,112
Whiskeydog,516
Whiteguru,920
Whosyourjudas,570
Whytye,114
