User,Participation,total_score,Power Score
BlueAmethyst,420,656.0,0.2546535593267056
Rotorcowboy,621,653.0,0.25462505749462955
Havok,270,658.0,0.25458298090058556
Justinc,270,658.0,0.25458298090058556
MSTCrow,535,654.0,0.25452818227391044
Jacj,47,661.0,0.25448831071734346
nenyedi,313,657.0,0.2544391108186374
Urthogie,791,650.0,0.2544229950955143
Fuzzie,237,658.0,0.2543982228776084
SuperFlash101,145,659.0,0.25426775528907525
pfctdayelise,277,657.0,0.25423755661175323
Trnj2000,548,653.0,0.25421635035289214
Philosophus,535,653.0,0.25414356688929507
Fisenko,322,656.0,0.25410488398574305
Pilatus,733,650.0,0.254098268873312
Axxand,659,651.0,0.25406857838822094
Fsotrain09,106,659.0,0.25404940489828404
Buickid,1544,638.0,0.2540234526407908
Vald,96,659.0,0.25399341761859395
Scray,2631,622.0,0.2539554237892535
Etacar11,20,660.0,0.25395252967756493
Mmounties,3652,607.0,0.25390249427637734
Dineshkannambadi,212,657.0,0.2538736392937679
Dragomiloff,1580,637.0,0.2538403914630596
Groomtech,1026,645.0,0.25381561924515367
Wezzo,6510,565.0,0.2537498126579487
Gavin.collins,589,651.0,0.2536766674303906
Yaf,1478,638.0,0.2536539365948364
Zafiroblue05,240,656.0,0.25364578829228457
Hhhippo,101,658.0,0.25363679587382365
Kahuroa,305,655.0,0.25362509022565455
Arknascar44,1128,643.0,0.25361745872876146
Poulsen,96,658.0,0.2536088022339786
Pir,367,654.0,0.25358759597511754
Fropuff,289,655.0,0.2535355105781505
AKGhetto,150,657.0,0.2535265181596895
PumpkinSky,3648,606.0,0.2534954839798859
J36miles,481,652.0,0.25345662019435333
Nenyedi,137,657.0,0.25345373469609245
WikidSmaht,266,655.0,0.25340673983486334
JohnnyB256,121,657.0,0.2533641550485884
Brothejr,188,656.0,0.2533546544378963
ApolloBoy,49,658.0,0.25334566201943537
Megistias,117,657.0,0.25334176013671234
Anomo,1833,632.0,0.25333379271614104
Midhart90,240,655.0,0.2532611729076692
Juicifer,25,658.0,0.2532112925481792
Yelyos,368,653.0,0.2532085793184712
TestPilot,156,656.0,0.2531754951428881
Kierano,85,657.0,0.25316260084170417
OmegaWikipedia,81,657.0,0.25314020592982817
Sunholm,355,653.0,0.2531357958548741
Spell4yr,560,650.0,0.253129688934674
VigilancePrime,79,657.0,0.25312900847389014
Patricknoddy,57,657.0,0.253005836458572
Gopal81,120,656.0,0.25297394093600395
UBeR,116,656.0,0.2529515460241279
THB,110,656.0,0.25291795365631387
GChriss,1617,634.0,0.25289369824406666
Holt,101,656.0,0.25286756510459285
Felixboy,781,646.0,0.2528285462773627
Paragon12321,2081,627.0,0.25279920032937747
Otterathome,222,654.0,0.25277578041961174
Singopo,5236,581.0,0.25277087937928194
Introvert,624,648.0,0.2527187767554596
BACbKA,71,656.0,0.25269960326552265
Hawkestone,69,656.0,0.2526884058095847
90,67,656.0,0.25267720835364665
plato,170,654.0,0.25248464656522346
Anakin101,304,652.0,0.2524656453438394
Nepenthes,166,654.0,0.25246225165334746
Kodster,367,651.0,0.25243374982127137
Tijfo098,1394,636.0,0.2524144126762092
Tabor,220,653.0,0.25237996757905834
Jesster79,79,655.0,0.25235977770465934
Truthsort,78,655.0,0.2523541789766903
Imjustmatthew,1107,640.0,0.25234603928756616
Mkweise,142,654.0,0.2523278821820913
Donarreiskoffer,135,654.0,0.25228869108630825
ShaneKing,956,642.0,0.25226986213347713
DavidCBryant,55,655.0,0.2522254082334032
GameKeeper,258,652.0,0.25220810385726516
PeteShanosky,600,647.0,0.25219979189958813
Poorleno,523,648.0,0.25215330523059004
Jubileeclipman,383,650.0,0.25213871408416005
Hcheney,1343,636.0,0.2521288775497899
FirstPrinciples,24,655.0,0.252051847666364
A7x,3516,604.0,0.25198722111874644
Kewp,274,651.0,0.25191306812015385
Sethmahoney,342,650.0,0.25190916623743087
Tesscass,63,654.0,0.25188558267253985
Flesh-n-Bone,745,644.0,0.2518577613012477
Daduzi,58,654.0,0.25185758903269484
Riffic,186,652.0,0.25180499544349677
BenB4,175,652.0,0.2517434094358377
Vmv,24,654.0,0.25166723228174864
Tmtoulouse,153,652.0,0.2516202374205196
Jguy,83,653.0,0.2516129418473046
Sniperz11,82,653.0,0.25160734311933564
spencer195,10,654.0,0.2515888500901826
Dffgd,63,653.0,0.2515009672879245
Ronabop,331,649.0,0.2514629648451564
Aquilina,1221,636.0,0.25144583273757126
Filiocht,1425,633.0,0.2514341270894022
MrFizyx,2318,620.0,0.25143379116572406
Reene,110,652.0,0.2513794921178523
Apteva,450,647.0,0.2513599827042373
Lambanog,3334,605.0,0.25135286801300283
Masterhomer,30,653.0,0.25131620926494735
Bloodpack,97,652.0,0.25130670865425525
Triskaideka,26,653.0,0.2512938143530713
jamesooders,366,648.0,0.25127430493945624
Hadger,426,647.0,0.25122561323298115
Justin,563,645.0,0.25122340819550415
Caliga10,695,643.0,0.2511932095181821
BostonMA,71,652.0,0.2511611417270611
Inkypaws,136,651.0,0.2511404436604311
Bwmoll3,129,651.0,0.25110125256464805
Chodorkovskiy,120,651.0,0.25105086401292703
Anietor,51,652.0,0.251049167167681
Ukrained,731,642.0,0.2510101483404509
Ideogram,567,644.0,0.2508611877227648
Netesq,337,647.0,0.2507273264437397
TheLateDentarthurdent,62,651.0,0.2507261377907247
Habj,335,647.0,0.25071612898780166
Microtony,125,650.0,0.2506942422681567
Ks64q2,122,650.0,0.25067744608424963
Alfakim,50,651.0,0.2506589530550966
Adamsan,179,649.0,0.2506119581938676
Meshach,384,646.0,0.2506058512736675
Starionwolf,174,649.0,0.25058396455402254
Paranomia,1959,623.0,0.2505776939786973
Ashdog137,924,638.0,0.2505522413000074
Flyingtoaster1337,782,640.0,0.2505264526976394
Silverhand,95,650.0,0.25052628042908653
Osbus,768,640.0,0.2504480705060733
Hcberkowitz,81,650.0,0.25044789823752045
FrancoGG,349,646.0,0.25040989579475237
Solar,70,650.0,0.25038631222986135
CrnaGora,2058,621.0,0.25036273727839803
Hellboy2hell,747,640.0,0.25033049721872425
Bushytails,180,648.0,0.2502329415372212
NYMets2000,36,650.0,0.2501959554789152
Reswobslc,103,649.0,0.25018645486822316
aliasd,167,648.0,0.25016015807362413
CltFn,500,643.0,0.250101457564226
Cleonis,156,648.0,0.2500985720659651
Squeezeweasel,293,646.0,0.25009636702848803
Dvyost,974,636.0,0.2500629469292269
Project2501a,553,642.0,0.2500135747619679
Philipmj24,139,648.0,0.25000339369049196
Crohnie,1367,630.0,0.24995555471335373
Clementina,953,636.0,0.2499453736418778
Cyan,128,648.0,0.24994180768283292
nathanrdotcom,1429,629.0,0.2499180604628167
Derek.cashman,327,645.0,0.24990210839481886
rdunn,258,646.0,0.24990041154957285
Isarra,1766,624.0,0.2498817548652946
ZS,47,649.0,0.24987292610195888
Wiglaf,867,637.0,0.24984849842115872
Squash,1894,622.0,0.24982916127609653
Hawstom,172,647.0,0.2498035363288538
BelloWello,238,646.0,0.24978843699019274
TruthCrusader,6889,549.0,0.24971788440435566
Brateevsky,291,645.0,0.24970055418793466
Shaundakulbara,281,645.0,0.2496445669082446
Scharks,68,648.0,0.24960588400469258
FreelanceWizard,193,646.0,0.2495364942315875
Humblefool,529,641.0,0.2494945899060964
Aliasd,45,648.0,0.24947711326140548
Catbar,101,647.0,0.2494060266430544
Landon1980,1323,629.0,0.24932459529810214
Webwarlock,153,646.0,0.24931254511282727
Itai,148,646.0,0.24928455147298226
BigCow,281,644.0,0.2492599515236292
Northwesterner1,278,644.0,0.2492431553397222
Lordmontu,66,647.0,0.2492100711641392
Greswik,1231,630.0,0.249194127709569
Dannycas,200,645.0,0.24919106994275517
Imoeng,539,640.0,0.2491659618011711
KnowIG,49,647.0,0.2491148927886661
Wernher,37,647.0,0.24904770805303805
Irmgard,35,647.0,0.24903651059710005
Climie.ca,443,641.0,0.24901309930076196
Nokhodi,99,646.0,0.249010213802501
G-Dett,920,634.0,0.24899138484966984
SmileToday,163,645.0,0.24898391700790196
Likeminas,1803,621.0,0.24893506164630166
Omghgomg,560,639.0,0.24889891970390482
Matthuxtable,79,646.0,0.24889823924312088
Friejose,143,645.0,0.24887194244852184
Pitchka,345,642.0,0.2488490393444148
Clarkbhm,64,646.0,0.2488142583235858
JohnnyAlbert10,200,644.0,0.24880645455813977
Kitia,675,637.0,0.24877354265110965
Ubelowme,116,645.0,0.24872077679335872
Doh5678,385,641.0,0.24868837307855962
Moosh88,38,646.0,0.24866869139639167
Alton,381,641.0,0.24866597816668362
Saebvn,999,632.0,0.2486644535899905
Fjmustak,89,645.0,0.24856961113819556
Firebat08,562,638.0,0.24852550177522745
Shushruth,144,644.0,0.24849292579187546
Lvklock,140,644.0,0.24847053087999943
ALR,547,638.0,0.24844152085569238
Ardo191,62,645.0,0.2484184454830324
Uthbrian,130,644.0,0.24841454360030937
Haymaker,332,641.0,0.24839164049620235
Ksy92003,1143,629.0,0.24831682426368115
Microchip08,106,644.0,0.24828017412905326
P.Marlow,229,642.0,0.24819958690001015
Scottydude,76,644.0,0.2481122122899831
Dovi,213,642.0,0.24811000725250607
Lethaniol,625,636.0,0.24810899086804403
Clawson,75,644.0,0.24810661356201408
Daycd,1304,626.0,0.24806437331284487
COGDEN,203,642.0,0.248054019972816
Covington,5355,567.0,0.24805251262297823
Iuio,57,644.0,0.248005836458572
LukasPietsch,398,639.0,0.24799192577292592
GK,118,643.0,0.24796274348006594
Diceman,49,644.0,0.24796104663481994
Floaterfluss,47,644.0,0.24794984917888194
Dontforgetthisone,106,643.0,0.2478955587444379
Pecher,1543,622.0,0.2478640077589756
Wolfman,579,636.0,0.24785144938146977
WBardwin,165,642.0,0.2478412683099938
ColourBurst,87,643.0,0.2477891829130268
Chris is me,838,632.0,0.24776305838698062
rebskii,349,639.0,0.24771758810244465
Dogears,73,643.0,0.2477108007214607
Arcfrk,73,643.0,0.2477108007214607
Palmiro,2543,607.0,0.2476935049587503
Visorstuff,412,638.0,0.24768569257987663
Znode,66,643.0,0.24767160962567766
UncleBubba,201,641.0,0.24765820713226264
Ceha,63,643.0,0.24765481344177065
Garglebutt,325,639.0,0.24758321863118854
Kntrabssi,1281,625.0,0.24755098718494237
SamEV,106,642.0,0.2475109433598225
Chameleon,376,638.0,0.24748413837299243
Midnighttonight,307,639.0,0.24748244152774643
BrianY,1675,619.0,0.2474491936970382
AreJay,299,639.0,0.2474376517039944
Mahewa,503,636.0,0.24742594605582535
LeeHunter,156,641.0,0.24740626437365737
Aflumpire,499,636.0,0.24740355114394932
Andrew73,132,641.0,0.24727189490240126
NigelR,200,640.0,0.24726799301967825
Saoshyant,57,642.0,0.24723660568934122
Kornfan71,190,640.0,0.2472120057399882
Rl,320,638.0,0.24717060960672813
Gosgood,377,637.0,0.24710512171634605
HowardBerry,238,639.0,0.24709612929788505
Mom2jandk,96,641.0,0.24707034069551706
Mww113,1190,625.0,0.24704150293976287
Showtime2009,84,641.0,0.247003155959889
Usgnus,82,641.0,0.24699195850395098
Businessman332211,1110,626.0,0.2469782200868578
SylwiaS,71,641.0,0.24693037249629193
Hillock65,345,637.0,0.24692596242133788
Dojarca,276,638.0,0.2469242655760919
helohe,138,640.0,0.2469208718855999
Creation7689,67,641.0,0.2469079775844159
AdamSmithee,204,639.0,0.24690577254693888
Wandalstouring,270,638.0,0.24689067320827787
Astronomyinertia,124,640.0,0.24684248969403383
RAMChYLD,47,641.0,0.2467960030250358
Sxeptomaniac,1484,620.0,0.24676445203957353
Sopoforic,174,639.0,0.2467378107078687
IMeowbot,238,638.0,0.24671151391326968
Kwh,97,640.0,0.2466913240388707
Benc,644,632.0,0.24667690516099358
Eddideigel,17,641.0,0.24662804118596562
Viskonsas,211,638.0,0.24656034825810655
Bookkeeperoftheoccult,135,639.0,0.2465194603170775
Doctorbruno,2058,611.0,0.24651658343224417
Kensplanet,333,636.0,0.24647416230109442
WikipedianProlific,322,636.0,0.24641257629343538
Staffelde,459,634.0,0.24641037125595835
Yamaka122,321,636.0,0.24640697756546637
Phronima,798,629.0,0.24638526311437428
Nickshanks,178,638.0,0.24637559023512937
Infinity0,33,640.0,0.24633300544885434
Microtonal,98,639.0,0.2463123073822243
Giangian15,231,637.0,0.24628770743287123
Kasreyn,155,638.0,0.24624681949184224
U.S.A.U.S.A.U.S.A.,3245,593.0,0.24623919660837673
Zoz,2008,611.0,0.24623664703379392
Jwanders,78,639.0,0.24620033282284418
Iridescence,346,635.0,0.2461623303800761
Vadakkan,482,633.0,0.24615452661463008
SkepticalRaptor,137,638.0,0.24614604238840013
Wslack,60,639.0,0.2460995557194021
Viridian,120,638.0,0.24605086401292706
Mail2amitabha,2249,607.0,0.2460474789358627
Meursault2004,323,635.0,0.24603355963678897
GeneralCheese,184,637.0,0.246024567218328
Bmdavll,184,637.0,0.246024567218328
Footyfanatic3000,114,638.0,0.246017271645113
Anárion,2653,601.0,0.24600167272764858
Kizzle,244,636.0,0.24597587551185296
Rrjanbiah,32,639.0,0.24594279133626992
Severa,238,636.0,0.2459422831440389
Danlina,856,627.0,0.24594075856734582
Matia.gr,369,634.0,0.24590648573874785
Retrolord,505,632.0,0.24589868197330184
FMAFan1990,92,638.0,0.2458940996297949
FRS,152,637.0,0.24584540792331983
Masterjamie,205,636.0,0.24575752512106172
Irishpunktom,1646,615.0,0.2457483690474755
Ekantik,262,635.0,0.24569203723067964
Graibeard,53,638.0,0.24567574923900368
OsamaK,324,634.0,0.2456545429801426
Burningclean,182,636.0,0.24562875437777462
Abhishikt,37,638.0,0.2455861695914996
Grandiose,166,636.0,0.2455391747302705
BlueSalo,296,634.0,0.24549777859701047
Tearlach,69,637.0,0.24538071350189236
Crestville,66,637.0,0.24536391731798535
Ronk01,2264,605.0,0.245362229086167
Drmaik,334,633.0,0.24532591487521727
Highfields,264,634.0,0.24531861930200227
Thanatosimii,48,637.0,0.24526314021454326
Theone00,47,637.0,0.24525754148657425
Ichormosquito,112,636.0,0.24523684341994423
Guldenat,448,631.0,0.2451949390944531
Fogster,104,636.0,0.24519205359619217
Empty2005,35,637.0,0.2451903567509462
Alarbus,103,636.0,0.24518645486822319
Thuresson,26,637.0,0.24513996819922512
Sosomk,159,635.0,0.2451153682498721
BrianKnez,152,635.0,0.24507617715408905
Seaserpent85,140,635.0,0.24500899241846097
Shindo9Hikaru,812,625.0,0.2449251837674788
Splintax,56,636.0,0.24492331465367992
Avocado,55,636.0,0.2449177159257109
DarkHorizon,598,628.0,0.24488090213595778
Xanthoxyl,185,634.0,0.24487631979245086
23prootie,184,634.0,0.24487072106448185
CComMack,1471,615.0,0.24476859165289952
Apers0n,95,635.0,0.24475704965985573
DrBob,163,634.0,0.24475314777713272
OMCV,93,635.0,0.24474585220391773
Mbecker,91,635.0,0.2447346547479797
Astroview120mm,365,631.0,0.24473024467302565
Archtransit,1047,621.0,0.24470242330173353
Ehheh,497,629.0,0.24470004599570364
JCDenton2052,78,635.0,0.24466187128438263
Plek,77,635.0,0.24465627255641365
Kilopi,1447,615.0,0.2446342221816434
YourEyesOnly,278,632.0,0.24462777072433758
Barkjon,3226,589.0,0.2445943592385041
Saedon,820,624.0,0.24458535820661545
Gurchzilla,1084,620.0,0.24452496085197137
Tasc0,51,635.0,0.2445107056292195
Myanw,185,633.0,0.24449170440783546
Rodsan18,43,635.0,0.24446591580546745
Flamurai,33,635.0,0.2444099285257774
Silverback,924,622.0,0.24439839514616124
Farhansher,645,626.0,0.24437481158127028
Warpflyght,22,635.0,0.24434834251811835
DGX,2631,597.0,0.24434003917386893
Underneath-it-All,500,628.0,0.24433222679499525
Ssteedman,85,634.0,0.2443164469955503
CdaMVvWgS,16,635.0,0.2443147501503043
LarryQ,84,634.0,0.24431084826758132
Allefant,75,634.0,0.24426045971586025
Gphoto,143,633.0,0.2442565578331372
SBC-YPR,409,629.0,0.24420735793443116
leevanjackson,134,633.0,0.24420616928141617
MPD01605,59,634.0,0.24417088006835616
MadCow257,57,634.0,0.24415968261241816
OrbitOne,47,634.0,0.2441036953327281
Backburner001,316,630.0,0.244071291617929
Jrphayes,33,634.0,0.24402531314116202
Griswaldo,238,631.0,0.24401920622096196
Arcandam,769,623.0,0.2439152076955808
Maddie!,217,631.0,0.24390163293361286
Nesher,68,633.0,0.2438366532354618
Kotepho,1775,608.0,0.2437782972631695
Sugaar,47,633.0,0.2437190799481127
PiccoloNamek,47,633.0,0.2437190799481127
Evermore2,109,632.0,0.24368158569757567
AKAF,4298,571.0,0.24367311869820102
Parker1297,174,631.0,0.24366088763094562
dtrebbien,723,623.0,0.24365766620900656
Xenocidic,8279,513.0,0.24365396243511933
Epthorn,516,626.0,0.24365257567326856
Khatru2,35,633.0,0.24365189521248465
Schissel,306,629.0,0.2436306889536236
Mgreenbe,25,633.0,0.2435959079327946
Shinerunner,635,624.0,0.24354959353234945
JoshuaKuo,84,632.0,0.24354161749835054
Xihr,351,628.0,0.24349801632761345
SomeDudeWithAUserName,76,632.0,0.2434968276745985
LiquidGhoul,211,630.0,0.24348342518118346
SandyDancer,132,631.0,0.2434257410562474
Molestash,113,631.0,0.2433193652248363
Chenzw,385,627.0,0.24330375769394424
jbolden1517,1138,616.0,0.2432888306238361
Deiaemeth,172,630.0,0.24326507479039225
TheSeer,514,625.0,0.2432567628327152
Jouster,236,629.0,0.24323877799579322
ErikNY,96,631.0,0.2432241868493632
Umofomia,18,632.0,0.24317210145239618
Dungodung,497,625.0,0.2431615844572421
Red,82,631.0,0.24314580465779712
Whereizben,143,630.0,0.24310271167929107
CarbonCopy,142,630.0,0.24309711295132208
W1k13rh3nry,4,632.0,0.2430937192608301
Vacuum,210,629.0,0.24309321106859907
Adz,62,631.0,0.243033830098417
Antarctic-adventurer,125,630.0,0.24300193457584898
Lommer,193,629.0,0.24299803269312598
Fladrif,1290,613.0,0.24298599112127878
Saluyot,1219,614.0,0.2429730968200948
Phenz,119,630.0,0.24296834220803495
VodkaJazz,43,631.0,0.2429274542670059
Stuart.Jamieson,36,631.0,0.24288826317122286
Kurdo777,99,630.0,0.24285636764865484
AdiJapan,156,629.0,0.24279087975827277
Jgmikulay,218,628.0,0.2427533855077357
Littleteddy,282,627.0,0.2427270887131367
PiRSquared17,280,627.0,0.24271589125719867
Hosterweis,73,630.0,0.2427108007214607
Folksong,410,625.0,0.24267449512393863
Chcknwnm,683,621.0,0.24266448632101556
Matt57,1095,615.0,0.2426634699365535
Salasks,64,630.0,0.24266041216973966
RevanFan,127,629.0,0.2426285166471716
Вasil,124,629.0,0.2426117204632646
Darkstar1st,326,626.0,0.24258881735915752
DreamHaze,188,628.0,0.24258542366866556
Hereforhomework2,114,629.0,0.24255573318357454
CL,105,629.0,0.2425053446318535
Werideatdusk33,30,630.0,0.24247005541879346
Jogloran,27,630.0,0.24245325923488645
Greatuser,298,626.0,0.24243205297602538
harry491,87,629.0,0.2424045675284114
Sanbeg,149,628.0,0.24236707327787435
Alan16,2276,597.0,0.242352490744872
Firefly322,215,627.0,0.24235197393921332
Vbd,70,629.0,0.24230938915293831
Nimbusania,475,623.0,0.2422691816726932
Tutmosis,260,626.0,0.24221930131320318
Hiddenhearts,118,628.0,0.24219351271083517
Qworty,113,628.0,0.24216551907099015
Ganymead,384,624.0,0.2421443128121291
Fadix,3120,584.0,0.24207781715071258
Fantasy,95,628.0,0.24206474196754804
Jor,301,625.0,0.24206423377531702
Terrancommander,1942,601.0,0.24202097714168572
Abögarp,221,626.0,0.24200095092241197
Cantthinkofagoodname,288,625.0,0.24199145031171995
Fabrib,557,621.0,0.24195904659692088
Dittaeva,144,627.0,0.24195446425341394
PacknCanes,72,628.0,0.24193597122426092
Rkr1991,550,621.0,0.24191985550113784
Adraeus,134,627.0,0.24189847697372388
Bigweeboy,134,627.0,0.24189847697372388
Burntsauce,130,627.0,0.24187608206184785
Hagerman,59,628.0,0.24186318776066384
Homunculus,125,627.0,0.24184808842200284
MithrandirAgain,258,625.0,0.24182348847264978
Jrdioko,111,627.0,0.24176970623043675
DukeEgr93,36,628.0,0.24173441701737672
Imaglang,1477,607.0,0.24172526094379052
Fabiform,86,627.0,0.24162973803121163
Threeafterthree,831,616.0,0.24157002113735146
Polaris999,72,627.0,0.24155135583964554
Ruhrjung,410,622.0,0.24152064897009246
Dbroadwell,64,627.0,0.24150656601589351
Boven,58,627.0,0.2414729736480795
AI,55,627.0,0.24145617746417244
Sandman888,188,625.0,0.24143157751481942
Jón,119,626.0,0.2414298806695734
Lightmouse,316,623.0,0.24137898392562132
NancyHeise,246,624.0,0.24137168835240633
RandomP,103,626.0,0.24134030102206933
Kashk,1063,612.0,0.24133046448769915
Lunakeet,231,624.0,0.24128770743287123
Wedian,91,626.0,0.24127311628644124
ברוקולי,89,626.0,0.24126191883050324
Flightx52,84,626.0,0.24123392519065823
PStrait,494,620.0,0.24122171135025816
Sneftel,80,626.0,0.2412115302787822
KerathFreeman,72,626.0,0.24116674045503014
Numyht,65,626.0,0.2411275493592471
Deipnosophista,62,626.0,0.2411107531753401
Freederick,50,626.0,0.24104356843971203
Ali'i,2797,586.0,0.2410386587859546
Markovich292,1423,606.0,0.2410383142488488
Dreamspy,1069,611.0,0.2409794414708978
P3net,105,625.0,0.24096688309339195
Neurophyre,105,625.0,0.24096688309339195
Jeeny,365,621.0,0.24088409082687182
Grrrlriot,569,618.0,0.2408723851787028
Justanother,221,623.0,0.24084710476856583
Alexandros,13,626.0,0.24083641550485882
Skyezx,74,625.0,0.2407933225263528
Firebug,210,623.0,0.24078551876090676
Ballista,62,625.0,0.24072613779072471
Auroranorth,542,618.0,0.24072121952353964
Btm,60,625.0,0.24071494033478671
Everlast1910,57,625.0,0.2406981441508797
Pladask,52,625.0,0.24067015051103466
Slivester,320,621.0,0.24063214806826658
Cprompt,181,623.0,0.2406231556498056
Skittle,109,624.0,0.24060466262065258
Neutron,105,624.0,0.24058226770877655
ALargeElk,447,619.0,0.2405739557510995
Andylkl,719,615.0,0.24055834822020744
Archola,512,618.0,0.24055325768446947
Lordkinbote,372,620.0,0.2405386665380395
Fredil Yupigo,914,612.0,0.24049625402031735
Monkeyblue,88,624.0,0.24048708933330346
Lmcelhiney,352,620.0,0.24042669197865937
KSmrq,214,622.0,0.2404232982881674
BabyNuke,67,624.0,0.24036951604595436
Blarneytherinosaur,66,624.0,0.24036391731798534
Neozoon,545,617.0,0.24035340032283126
Rydia,56,624.0,0.2403079300382953
Lethargy,54,624.0,0.2402967325823573
StanZegel,190,622.0,0.24028892881691125
Lecen,121,623.0,0.24028723197166527
Wesley,121,623.0,0.24028723197166527
Salsb,256,621.0,0.24027382947825024
Zeraeph,49,624.0,0.24026873894251224
AtilimGunesBaydin,46,624.0,0.24025194275860523
Finnrind,180,622.0,0.2402329415372212
Wikiolap,110,623.0,0.24022564596400622
LouI,41,624.0,0.24022394911876022
Keakealani,104,623.0,0.24019205359619217
Lst27,7036,522.0,0.24015628203118403
waqas.usman,96,623.0,0.24014726377244014
Alokprasad84,91,623.0,0.2401192701325951
AaronS,836,612.0,0.24005955323873493
Cautious,79,623.0,0.24005208539696704
Webdinger,343,619.0,0.23999168804232293
Telex,407,618.0,0.23996539124772392
Bbik,63,623.0,0.23996250574946296
Caden,403,618.0,0.2399429963358479
Lycaon,55,623.0,0.2399177159257109
Wikipedianinthehouse,48,623.0,0.23987852482992789
WHEELER,47,623.0,0.23987292610195887
SOADLuver,1558,601.0,0.23987106560158764
Tv316,178,621.0,0.23983712869666782
Chooserr,24,623.0,0.23974415535867175
Tkinias,19,623.0,0.2397161617188267
Wally,154,621.0,0.23970275922541168
Tgv8925,153,621.0,0.23969716049744266
OntarioQuizzer,145,621.0,0.23965237067369063
Howabout1,1105,607.0,0.2396425341393205
TheRasIsBack,143,621.0,0.2396411732177526
A.Z.,2201,591.0,0.23962489383950428
Theonesean,136,621.0,0.2396019821219696
SobaNoodleForYou,63,622.0,0.23957789036484756
PaoloNapolitano,55,622.0,0.2395331005410955
Niffweed17,123,621.0,0.23952919865837252
Bobby1011,326,618.0,0.23951189428223446
Kokiri,51,622.0,0.2395107056292195
HoodedMan,666,613.0,0.23949238486861937
Soulkeeper,44,622.0,0.23947151453343646
Roamataa,249,619.0,0.23946540761323643
JustinHall,384,617.0,0.2394520051198214
Nirvana888,106,621.0,0.23943402028289942
Ejrrjs,448,616.0,0.23942570832522236
Kjp993,99,621.0,0.23939482918711638
Polonium,1194,605.0,0.23937159015933118
Miskin,498,615.0,0.23932102933905725
mrholybrain,416,616.0,0.2392465490302142
ATren,479,615.0,0.23921465350764612
Souravmohanty2005,63,621.0,0.23919327498023218
Mike1,4999,549.0,0.23913628854293537
Jellypuzzle,49,621.0,0.2391148927886661
NSR,461,615.0,0.23911387640420403
WOT,46,621.0,0.23909809660475909
RJII,105,620.0,0.23904380617031504
Surturz,1272,603.0,0.23903906017168283
fngosa,304,617.0,0.23900410688230095
Brimba,92,620.0,0.23897102270671797
Beau99,19,621.0,0.23894693094959593
Richard D. LeCour,431,615.0,0.23894591456513387
Doradus,16,621.0,0.23893013476568892
AED,146,619.0,0.23888873863242888
Ww,192,618.0,0.23876166473438773
Thelb4,121,619.0,0.23874877043320372
Dragon695,3114,575.0,0.2385826863213601
Arkon,366,615.0,0.23858199724714851
Kinaro,209,617.0,0.23847222772524543
Karmosin,139,618.0,0.23846493215203046
Karrmann,343,615.0,0.2384532265038614
Richiez,134,618.0,0.23843693851218542
RelHistBuff,61,619.0,0.2384128467550634
Balcer,260,616.0,0.23837314746704935
Multichill,327,615.0,0.2383636468563573
Nscheffey,120,618.0,0.23835855632061936
Editor at Large,187,617.0,0.23834905570992732
Sputnikcccp,47,619.0,0.23833446456349733
Amir85,46,619.0,0.23832886583552831
Geologyguy,246,616.0,0.23829476527548327
FlavrSavr,176,617.0,0.23828746970226825
Fir0002,173,617.0,0.23827067351836123
Dhatfield,99,618.0,0.23824098303327024
NymphadoraTonks,98,618.0,0.23823538430530122
Hajor,160,617.0,0.23819789005476416
6SJ7,2078,589.0,0.23816701953008584
Scott3,153,617.0,0.23815869895898112
Causesobad,2350,585.0,0.2381514119991938
Frenchman113,353,614.0,0.23812459839893607
Anynobody,757,608.0,0.23807879219072195
Dlodge,69,618.0,0.23807302119420007
Bobanni,137,617.0,0.23806911931147703
Itfc+canes=me,612,610.0,0.23803620740444695
VampWillow,264,615.0,0.23801092699430995
JiFish,53,618.0,0.23798344154669598
Domthedude001,117,617.0,0.23795714475209692
Wikiwind,2310,585.0,0.23792746288043357
Ems2,42,618.0,0.2379218555390369
Rex071404,385,613.0,0.23791914230932884
Juansidious,37,618.0,0.2378938618991919
Zero1328,162,616.0,0.23782447212608682
FuelWagon,87,617.0,0.23778918291302678
Mrholybrain,154,616.0,0.23777968230233476
4wajzkd02,154,616.0,0.23777968230233476
Unitanode,770,607.0,0.23776696026970365
Dschwen,424,612.0,0.23775287731550468
Chiacomo,11,618.0,0.23774829497199776
Tedernst,1175,601.0,0.23772675278945854
Brya,75,617.0,0.2377219981773987
Ahwaz,74,617.0,0.2377163994494297
Igorberger,142,616.0,0.2377124975667067
Desiphral,63,617.0,0.23765481344177064
Orion11M87,63,617.0,0.23765481344177064
IGeMiNix,1089,602.0,0.23762987756873943
Cmckain14,114,616.0,0.23755573318357454
Weakopedia,111,616.0,0.23753893699966752
Canticle,109,616.0,0.23752773954372952
DanielT5,302,613.0,0.2374544478879014
Brianjd,25,617.0,0.23744206177894844
Carrp,1044,602.0,0.2373779348101342
LegCircus,82,616.0,0.23737657388856637
Watchdogb,353,612.0,0.2373553676297053
Monobi,2343,583.0,0.23734299013417998
Dentalplanlisa,488,610.0,0.23734196513629027
Nebular110,281,613.0,0.23733687460055228
Steelerfan-94,409,611.0,0.2372842810113542
Zer0faults,259,613.0,0.23721370258523417
